time_utc,lat,lon,depth_km,mag,mag_type,region
2026-08-18 02:39:00,4.406,-76.758,47.56,2.4,MLr_1,"Istmina - Choco, Colombia"
2026-08-18 02:47:12,4.397,-76.735,45.94,2.6,MLr_1,"El Litoral del San Juan (Docordo) - Choco, Colombia"
2026-08-18 04:52:14,4.545,-76.716,40.17,2.5,MLr_1,"Istmina - Choco, Colombia"
2026-08-18 05:13:39,4.453,-76.688,53.6,2.0,M,"Istmina - Choco, Colombia"
2026-08-18 08:42:13,4.408,-76.775,43.17,3.2,MLr_1,"El Litoral del San Juan (Docordo) - Choco, Colombia"
2026-08-18 09:20:47,4.577,-76.719,37.16,2.2,MLr_1,"Medio San Juan (Andagoya) - Choco, Colombia"
2026-08-18 10:33:07,4.503,-76.71,43.86,2.2,MLr_1,"Istmina - Choco, Colombia"
2026-08-18 10:49:05,4.584,-76.729,17.7,3.4,MLr_1,"Medio San Juan (Andagoya) - Choco, Colombia"
2026-08-18 11:06:52,5.15,-76.125,87.99,2.4,MLr_1,"San Jose del Palmar - Choco, Colombia"
2026-08-18 11:55:28,4.379,-76.712,51.14,2.2,MLr_1,"El Litoral del San Juan (Docordo) - Choco, Colombia"
2026-08-18 12:10:22,4.416,-76.756,42.94,2.0,MLr_1,"Istmina - Choco, Colombia"
2026-08-18 16:03:50,4.532,-76.661,42.01,2.4,MLr_1,"Sipi - Choco, Colombia"
2026-08-18 17:03:08,4.506,-76.714,62.31,3.1,MLr_1,"Istmina - Choco, Colombia"
2026-08-18 17:19:58,4.401,-76.709,44.32,2.4,MLr_1,"Istmina - Choco, Colombia"
2026-08-18 18:23:49,4.531,-76.647,51.26,2.9,MLr_1,"Sipi - Choco, Colombia"
2026-08-18 18:31:49,4.468,-76.683,48.83,2.1,MLr_1,"Istmina - Choco, Colombia"
2026-08-18 18:55:50,4.594,-76.661,39.93,2.9,MLr_1,"Sipi - Choco, Colombia"
2026-08-18 22:17:15,4.319,-76.813,48.94,2.2,MLr_1,"El Litoral del San Juan (Docordo) - Choco, Colombia"
2026-08-18 22:22:52,4.418,-76.714,44.09,2.6,MLr_1,"Istmina - Choco, Colombia"
2026-08-18 22:38:54,4.448,-76.69,45.71,3.3,MLr_1,"Istmina - Choco, Colombia"
2026-08-18 22:45:15,4.41,-76.733,42.94,2.8,MLr_1,"Istmina - Choco, Colombia"
2026-08-18 22:48:19,4.478,-76.682,42.94,2.2,MLr_1,"Istmina - Choco, Colombia"
2026-08-18 23:11:41,4.578,-76.654,40.05,2.0,MLr_1,"Sipi - Choco, Colombia"
2026-08-19 00:16:14,4.585,-76.651,38.09,2.3,MLr_1,"Sipi - Choco, Colombia"
2026-08-19 01:44:23,4.934,-76.26,87.99,2.2,MLr_1,"San Jose del Palmar - Choco, Colombia"
2026-08-19 02:27:54,4.581,-76.661,39.93,2.3,MLr_1,"Sipi - Choco, Colombia"
2026-08-19 02:55:08,4.334,-76.811,45.71,2.4,MLr_1,"El Litoral del San Juan (Docordo) - Choco, Colombia"
2026-08-19 03:27:33,4.592,-76.663,42.94,2.6,MLr_1,"Sipi - Choco, Colombia"
2026-08-19 06:44:06,4.577,-76.655,39.93,2.1,MLr_1,"Sipi - Choco, Colombia"
2026-08-19 08:25:24,4.51,-76.692,40.05,2.5,MLr_1,"Istmina - Choco, Colombia"
2026-08-19 08:26:12,4.341,-76.789,43.28,2.6,MLr_1,"El Litoral del San Juan (Docordo) - Choco, Colombia"
2026-08-19 08:55:12,4.243,-76.777,48.94,2.2,MLr_1,"El Litoral del San Juan (Docordo) - Choco, Colombia"
2026-08-19 08:59:42,4.501,-76.682,42.24,2.8,MLr_1,"Istmina - Choco, Colombia"
2026-08-19 11:59:52,4.82,-76.332,80.6,2.0,MLr_1,"San Jose del Palmar - Choco, Colombia"
2026-08-19 12:27:25,4.594,-76.591,35.78,2.9,MLr_1,"Sipi - Choco, Colombia"
2026-08-19 13:18:31,4.454,-76.688,47.1,2.8,MLr_1,"Istmina - Choco, Colombia"
2026-08-19 13:21:51,4.401,-76.773,44.56,2.6,MLr_1,"El Litoral del San Juan (Docordo) - Choco, Colombia"
2026-08-19 13:35:24,4.359,-76.816,41.78,2.3,MLr_1,"El Litoral del San Juan (Docordo) - Choco, Colombia"
2026-08-19 13:36:25,4.344,-76.82,45.48,2.2,MLr_1,"El Litoral del San Juan (Docordo) - Choco, Colombia"
2026-08-19 14:33:53,4.516,-76.733,42.24,2.6,MLr_1,"Istmina - Choco, Colombia"
2026-08-19 20:09:20,4.42,-76.676,64.68,2.9,MLr_1,"Istmina - Choco, Colombia"
2026-08-19 23:10:22,4.433,-76.692,23.5,3.1,MLr_1,"Istmina - Choco, Colombia"
2026-08-19 23:24:13,4.308,-76.703,68.73,2.7,MLr_1,"El Litoral del San Juan (Docordo) - Choco, Colombia"
